,tweet,tokens
166, Who are  they  Gun control has been tried and is a proven failure  This is why people don t vote democrat  They refuse to admit reality  Gun control doesn t work ,"['gun', 'control', 'tri', 'prov', 'fail', 'peopl', 'vot', 'democr', 'refus', 'admit', 'real', 'gun', 'control', 'work']"
167, So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about   Just because California has the biggest population does not mean the U S  shares in their values   Get a clue Hillary ,"['overwhelm', 'lib', 'pop', 'stat', 'mak', 'policy', 'rest', 'americ', 'clu', 'californ', 'biggest', 'pop', 'mean', 'shar', 'valu', 'get', 'clu', 'hil']"
168,  Does he partly fund Antifa ,"['part', 'fund', 'antif']"
169, He is a DUMBASS      ,['dumbass']
170,              and  LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away   or is it just selective freedoms  ,"['levistrauss', 'want', 'gun', 'control', 'many', 'wond', 'heck', 'want', 'freedom', 'tak', 'away', 'select', 'freedom']"
171, At this point in time    I do think Pres  Trump gives a sh t    and neither do I  LOL ,"['point', 'tim', 'think', 'pre', 'trump', 'giv', 'sh', 'neith', 'lol']"
172,  O K  Conservatives get to the polls  Vote red ,"['conserv', 'get', 'pol', 'vot', 'red']"
173, donnie jr  you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic  Shame on you and your family  Justice will prevail,"['donny', 'jr', 'famy', 'ow', 'country', 'apolog', 'tak', 'crimin', 'act', 'whit', 'hous', 'lin', 'pocket', 'fath', 'unfit', 'mak', 'mockery', 'republ', 'sham', 'famy', 'just', 'prevail']"
174,A Harvard Harris Poll conducted this year found that    percent of black Americans said they would like to see between only one and         legal immigrants brought to the U S  a year     MAGA  tcot ,"['harvard', 'har', 'pol', 'conduc', 'year', 'found', 'perc', 'black', 'am', 'said', 'would', 'lik', 'see', 'on', 'leg', 'immigr', 'brought', 'year', 'mag', 'tcot']"
175, Any doubt that  have officially become The National Socialist American Workers Party is gone  With ppl like those on  and  acting as Der Sturmer and  Antifa as their Einsatzgruppen Waffen SS detachment ,"['doubt', 'off', 'becom', 'nat', 'soc', 'am', 'work', 'party', 'gon', 'ppl', 'lik', 'act', 'der', 'sturm', 'antif', 'einsatzgrup', 'waff', 'detach']"
176, Oh my Carmen  He is SO FRICKING CUTE,"['oh', 'carm', 'frick', 'cut']"
177, Chelsea is as crazy as her mother,"['chelse', 'crazy', 'moth']"
178, It time the  Conservatives  binnedBoris and sent  lyin Lynton back to Australia ,"['tim', 'conserv', 'binnedb', 'sent', 'lyin', 'lynton', 'back', 'austral']"
179,   The      manifesto promised me my vote back  So where is it  You think Brexit would have gone through if all the Brits in the EU   had been allowed to vote  The referendum was gerrymandered ,"['manifesto', 'prom', 'vot', 'back', 'think', 'brexit', 'would', 'gon', 'brit', 'eu', 'allow', 'vot', 'referend', 'gerrymand']"
180,   THE METOO MOVEMENT MUST BE AN EXTENSION OF ANTIFA AND IS A  COMPLETE JOKE  IF THIS MOVEMENT WASN T SELECTIVE  JOE BIDEN WOULD BE IN COURT FOR FONDING GIRLS ON CAMERA   ,"['metoo', 'mov', 'must', 'extend', 'antif', 'complet', 'jok', 'mov', 'select', 'joe', 'bid', 'would', 'court', 'fond', 'girl', 'camer']"
181,  you are awesome  Thank you  You give humanity hope ,"['awesom', 'thank', 'giv', 'hum', 'hop']"
182, GOOBER,['goob']
183, Another uninformed,"['anoth', 'uninform']"
184, I forgot he is their foster child ,"['forgot', 'fost', 'child']"
185, And the brainless  DEMS wants us to believe that he does have the majority  Liberals is just like their leaders  the corrupts  Obama and  CrookedHillary both are real bad losers  MAGA  TRUMP ,"['brainless', 'dem', 'want', 'believ', 'maj', 'lib', 'lik', 'lead', 'corrupt', 'obam', 'crookedhil', 'real', 'bad', 'los', 'mag', 'trump']"
186, No fucking way he said this ,"['fuck', 'way', 'said']"
187,  Such supposedly smart people did think for one moment that in the audience there are people who voted Trump and are scared shitless hearing the top brass speak that way ,"['suppos', 'smart', 'peopl', 'think', 'on', 'mom', 'audy', 'peopl', 'vot', 'trump', 'scar', 'shitless', 'hear', 'top', 'brass', 'speak', 'way']"
188, I not surprised  It takes a sick woman to make this type of accusations  The kind you can only find on the far left  Liberals are praying that the really weak members of the GOP like Collins and Flake will pull back their support ,"['surpr', 'tak', 'sick', 'wom', 'mak', 'typ', 'accus', 'kind', 'find', 'far', 'left', 'lib', 'pray', 'real', 'weak', 'memb', 'gop', 'lik', 'collin', 'flak', 'pul', 'back', 'support']"
189,  California gun control is direct result of white people scared of Black Panthers using their right to bear arms  NRA had no problem with that gun control ,"['californ', 'gun', 'control', 'direct', 'result', 'whit', 'peopl', 'scar', 'black', 'panth', 'us', 'right', 'bear', 'arm', 'nra', 'problem', 'gun', 'control']"
190,         or where    Oct      Brazil citizens overwhelming voted  No  on the government implementing strict gun control by a factor of        And the Brazilian government still violates that referendum everyday as Brazilians are murdered w zero effective method of self defense,"['oct', 'brazil', 'cit', 'overwhelm', 'vot', 'govern', 'impl', 'strict', 'gun', 'control', 'fact', 'brazil', 'govern', 'stil', 'viol', 'referend', 'everyday', 'brazil', 'murd', 'zero', 'effect', 'method', 'self', 'defens']"
191,   If we claim to be without sin  we deceive ourselves and the truth is not in us  If we confess our sins  he is faithful and just and will forgive us our sins and purify us from all unrighteousness     John        ,"['claim', 'without', 'sin', 'deceiv', 'tru', 'confess', 'sin', 'faith', 'forg', 'sin', 'pur', 'unright', 'john']"
192,  And yet millions of permit holding people carried legally concealed firearms that same day and didn t hurt themselves or anyone else    But yet they want to have stronger gun control    Idiots      Our wonderful media has to hype incidents that fits their agenda ,"['yet', 'mil', 'permit', 'hold', 'peopl', 'carry', 'leg', 'cont', 'firearm', 'day', 'hurt', 'anyon', 'els', 'yet', 'want', 'stronger', 'gun', 'control', 'idiot', 'wond', 'med', 'hyp', 'incid', 'fit', 'agend']"
193, Yes do hurt your selves gun control freaks ,"['ye', 'hurt', 'self', 'gun', 'control', 'freak']"
194,     You get more like this guy with every hysterical tweet ,"['get', 'lik', 'guy', 'every', 'hyst', 'tweet']"
195, He always shows dedication at what he does no wonder he is the best ,"['alway', 'show', 'ded', 'wond', 'best']"
196,   Bullshit  Regulations are good because it keeps conservatives from striping our land into the Abyss,"['bullshit', 'reg', 'good', 'keep', 'conserv', 'striping', 'land', 'abyss']"
197, the owner of my culo,"['own', 'culo']"
198,Now she scarred herself for life lol  MAGA ,"['scar', 'lif', 'lol', 'mag']"
199, you fucking  ,['fuck']
200,Confirm the MAN  THE LEFT WING ACTIVIST IS A LIAR WHO S STORY CHANGES  NO HARD EVIDENCE   ChristineBlaseyFord Innocent until proven guilty   ConfirmKavanaugh   MAGA     WeakRinos  Republicans,"['confirm', 'man', 'left', 'wing', 'act', 'liar', 'story', 'chang', 'hard', 'evid', 'christineblaseyford', 'innoc', 'prov', 'guil', 'confirmkavanaugh', 'mag', 'weakrino', 'republ']"
201, Reagan also signed the first gun control bill as governor of CA,"['reag', 'also', 'sign', 'first', 'gun', 'control', 'bil', 'govern', 'ca']"
202, Awe Hogwash do we really need you to overstate the obvious ,"['aw', 'hogwash', 'real', 'nee', 'overst', 'obvy']"
203,    years as a JUDGE     Extensive backgrounds   NOT a peep   link to TRUMP   BOOM    Do conservatives only rape liberals    ,"['year', 'judg', 'extend', 'background', 'peep', 'link', 'trump', 'boom', 'conserv', 'rap', 'lib']"
204,I Assuming I Not Going to Get an Answer   Brainless   Liberal Stooge Ocasio Cortez    on    T Policy Plan   WakeUpAmerica  THIS is NOT America future VOTE Republican  or surrender America to these  DEM morons   MAGA,"['assum', 'going', 'get', 'answ', 'brainless', 'lib', 'stoog', 'ocasio', 'cortez', 'policy', 'plan', 'wakeupameric', 'americ', 'fut', 'vot', 'republ', 'surrend', 'americ', 'dem', 'moron', 'mag']"
205,    This man seriously needs mental health treatment and should have his firearms confiscated until he is no longer a danger to himself or others       I waiting for gun control advocates to add this to their list of school shootings        Who buys     caliber handguns  Why  ,"['man', 'sery', 'nee', 'ment', 'heal', 'tre', 'firearm', 'confisc', 'long', 'dang', 'oth', 'wait', 'gun', 'control', 'advoc', 'ad', 'list', 'school', 'shoot', 'buy', 'calib', 'handgun']"
206,  Leftists showing yet again how vile they can be,"['left', 'show', 'yet', 'vil']"
207, He is a drunk crazy man ,"['drunk', 'crazy', 'man']"
208,                HONORED TO BE INCLUDED WITH ALL THESE FINE PATRIOTS   THANK YOU RENA    MAGA        DEAN     ,"['hon', 'includ', 'fin', 'patriot', 'thank', 'ren', 'mag', 'dean']"
209, Please shut up Ontario is seeing what conservatives stand for  is not helping you loose this province your never going anywhere   Not they you will any way your completely out of tune with Canadian Mr  Harper oops I mean Mr  Scheer common mistake you so much alike ,"['pleas', 'shut', 'ontario', 'see', 'conserv', 'stand', 'help', 'loos', 'provint', 'nev', 'going', 'anywh', 'way', 'complet', 'tun', 'canad', 'mr', 'harp', 'oop', 'mean', 'mr', 'scheer', 'common', 'mistak', 'much', 'alik']"
210, You are not alone  I was sexually assaulted by a fellow law student in       I never reported it because I did think I would be believed  However something happened that made me realize I was his only victim  Then I felt I d made a colossal mistake ,"['alon', 'sex', 'assault', 'fellow', 'law', 'stud', 'nev', 'report', 'think', 'would', 'believ', 'howev', 'someth', 'hap', 'mad', 'real', 'victim', 'felt', 'mad', 'coloss', 'mistak']"
211, But Liberals do ,['lib']
212, Another terrorist attack not reported by msm,"['anoth', 'ter', 'attack', 'report', 'msm']"
213, dont know who you are so imma just ,"['dont', 'know', 'imm']"
214, All that money had made u smarter ,"['money', 'mad', 'smart']"
215, Yes   He is from Gilmer   It makes me laugh so much ,"['ye', 'gilm', 'mak', 'laugh', 'much']"
216, U both r my lifeline    ,['lifelin']
217, Always thought H Ford was a level headed guy  Guess not  Note to Ford  climate change is summer fall  winter spring   Happens every year  Get over it ,"['alway', 'thought', 'ford', 'level', 'head', 'guy', 'guess', 'not', 'ford', 'clim', 'chang', 'sum', 'fal', 'wint', 'spring', 'hap', 'every', 'year', 'get']"
218, Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown ,"['yeah', 'nee', 'mad', 'bullshit', 'protest', 'antif', 'lol', 'tim', 'ep', 'beatdown']"
219,  Unfortunately you re right  Keep it real   SHE is the assault weapon ,"['unfortun', 'right', 'keep', 'real', 'assault', 'weapon']"
220, She is Real Rocky     Oh My God   ,"['real', 'rocky', 'oh', 'god']"
221, Thank you to everyone for making this possible you are amazing and so are the beautiful bears  I a member of Olivers Army and I appreciate everything you do to make lives better ,"['thank', 'everyon', 'mak', 'poss', 'amaz', 'beauty', 'bear', 'memb', 'ol', 'army', 'apprecy', 'everyth', 'mak', 'lif', 'bet']"
222,  Yeah we got everything sorted that needed to be sorted  she is still only taking small sips of her wine unusual for Emily but she guessed JJ wouldn t profile her,"['yeah', 'got', 'everyth', 'sort', 'nee', 'sort', 'stil', 'tak', 'smal', 'sip', 'win', 'unus', 'emy', 'guess', 'jj', 'profil']"
223, By the way why don t you move to Haiti   You liberals seem to make shit holes out of large cities  So go somewhere where it s already a shit hole so you don t have to do any work  ,"['way', 'mov', 'hait', 'lib', 'seem', 'mak', 'shit', 'hol', 'larg', 'city', 'go', 'somewh', 'already', 'shit', 'hol', 'work']"
224, Yes she is,['ye']
225,   He tried this before and it went nowhere  He      pro gun control  Done ,"['tri', 'went', 'nowh', 'pro', 'gun', 'control', 'don']"
226,     He could have killed as many with a hunting rifle with the time and vantage he had  He had close to an hour before police entered his room  His actual shooting was over    min  Making this about gun control is just going to get more people killed  We need to be smarter ,"['could', 'kil', 'many', 'hunt', 'rifl', 'tim', 'vant', 'clos', 'hour', 'pol', 'ent', 'room', 'act', 'shoot', 'min', 'mak', 'gun', 'control', 'going', 'get', 'peopl', 'kil', 'nee', 'smart']"
227,  Aha yes  I see that  The individual sense of needing to belong to a winning team  because of the constant conditioning of self devaluation  I see a strong sense of this on the Q side but on the left hillary antifa side as well regardless if they think they re winning or not  ,"['ah', 'ye', 'see', 'individ', 'sens', 'nee', 'belong', 'win', 'team', 'const', 'condit', 'self', 'devalu', 'see', 'strong', 'sens', 'sid', 'left', 'hil', 'antif', 'sid', 'wel', 'regardless', 'think', 'win']"
228,  Oh no I know why that I just do know what she is talking about because I do see a tweet she is repling too lol,"['oh', 'know', 'know', 'talk', 'see', 'tweet', 'repl', 'lol']"
229, And here we have another demonstration that gun free zones don t work  Brought to you by a liberal who more than likely supports stricter gun control ,"['anoth', 'demonst', 'gun', 'fre', 'zon', 'work', 'brought', 'lib', 'lik', 'support', 'stricter', 'gun', 'control']"
230,Should pussy grabbing  be the one wearing the gloves while handling food   MAGA ,"['pussy', 'grab', 'on', 'wear', 'glov', 'handl', 'food', 'mag']"
231, You have no plan for the environment  Even conservatives should be able to understand that you have to be able to live on the planet to make money there ,"['plan', 'environ', 'ev', 'conserv', 'abl', 'understand', 'abl', 'liv', 'planet', 'mak', 'money']"
232,  This is what happens when you tell white liberals that they do get to congratulate themselves on how woke they are until they put their money where their mouth is  That simple fact of life breaks their brains ,"['hap', 'tel', 'whit', 'lib', 'get', 'congrat', 'wok', 'put', 'money', 'mou', 'simpl', 'fact', 'lif', 'break', 'brain']"
233,            Antifa does beat facsists to try to get them to change their mind   they know it a lost cause to try to change a fascist mind  They do it to scare them into hiding  to demoralize them  and to stop the spread of their hateful ideology  There is no forcing views on others   ,"['antif', 'beat', 'facsist', 'try', 'get', 'chang', 'mind', 'know', 'lost', 'caus', 'try', 'chang', 'fasc', 'mind', 'scar', 'hid', 'dem', 'stop', 'spread', 'hat', 'ideolog', 'forc', 'view', 'oth']"
